Mission_ID,Mission_Name,Agency,Country_Region,Agency_Type,Program_Type,Mission_Category,Sub_Category,Launch_Date,End_Date,Duration,Launch_Vehicle,Launch_Site,Status,Mission_Phase,Crew_Type,Crew_Members,Destination,Objective,Key_Achievement,Cost_USD_Million,Partner_Agencies,Data_Returned,Failure_Reason,Mission_Outcome_Detail,Reference_URL
JA-09808,JAXA Communication Satellite Mission 9808,JAXA,Japan,Government,Commercial,Communication Satellite,Broadband,2028-02-19,N/A,Ongoing,H3,Tanegashima,Upcoming,Future,Uncrewed,N/A,Communication Satellite,Earth climate monitoring and greenhouse gas measurement,Planned - objectives to be confirmed post-launch,7080.2,None,N/A,N/A,First images returned from target destination,https://www.jaxa.jp/missions/jaxa-communication-satellite-mission-9808
CN-09809,CNES CubeSat Mission 9809,CNES,France,Government,Technology Demo,CubeSat,16U CubeSat,2035-10-02,N/A,Ongoing,Ariane 5,Hammaguir,Upcoming,Future,Crewed,"PS2, Commander",CubeSat,Commercial crew certification flight,Planned - objectives to be confirmed post-launch,6075.2,ESA,N/A,N/A,Broke distance record for agency,https://cnes.fr/mission/cnes-cubesat-mission-9809
JA-09810,JAXA Earth Orbit Mission 9810,JAXA,Japan,Government,Robotic,Earth Orbit,LEO,1983-08-21,1988-04-17,4.7 years,Epsilon,Tanegashima,Partial Success,Past,Crewed,"PS2, Commander, Pilot, MS3, MS2, PS1",Earth Orbit,Orbital mechanics experiment for future missions,Detected water ice at target location,2157.0,NASA,Partial,Secondary objective not met,Achieved supersonic retropropulsion,https://www.jaxa.jp/missions/jaxa-earth-orbit-mission-9810
JA-09811,JAXA Sounding Rocket Mission 9811,JAXA,Japan,Government,Telescope,Sounding Rocket,Ionosphere Study,1979-03-27,1985-01-09,5.8 years,Mu-3S,Tanegashima,Success,Past,Uncrewed,N/A,Sounding Rocket,Deep space gravitational wave detection,Successfully deployed all planned instruments,5644.9,None,Yes,N/A,Detected organic molecules at surface,https://www.jaxa.jp/missions/jaxa-sounding-rocket-mission-9811
RO-09812,ROSCOSMOS Crewed Spaceflight Mission 9812,ROSCOSMOS,Russia,Government,Sounding Rocket,Crewed Spaceflight,Space Station,1995-01-28,N/A,Ongoing,Energia,Baikonur Cosmodrome,Ongoing,Past,Uncrewed,N/A,Crewed Spaceflight,Lunar surface exploration and soil sample collection,Exceeded planned science return by 3x,7171.3,None,Yes,N/A,Exceeded planned science return by 3x,https://www.roscosmos.ru/mission/roscosmos-crewed-spaceflight-mission-9812
RO-09813,ROSCOSMOS Earth Orbit Mission 9813,ROSCOSMOS,Russia,Government,Sounding Rocket,Earth Orbit,MEO,2024-02-17,N/A,Ongoing,Zenit,Vostochny Cosmodrome,Ongoing,Ongoing,Crewed,"Commander, PS2, MS1, MS2",Earth Orbit,Heliosphere boundary exploration,Demonstrated reusable rocket landing,9509.8,ESA,Partial,N/A,Mission ongoing - data collection in progress,https://www.roscosmos.ru/mission/roscosmos-earth-orbit-mission-9813
CN-09814,CNES Asteroid Mission 9814,CNES,France,Government,Human Spaceflight,Asteroid,Deflector,2026-11-26,N/A,Ongoing,Ariane 5,Hammaguir,Upcoming,Future,Uncrewed,N/A,Asteroid,Jupiter moon subsurface ocean investigation,Planned - objectives to be confirmed post-launch,4034.5,None,N/A,N/A,Discovered new geological features,https://cnes.fr/mission/cnes-asteroid-mission-9814
CN-09815,CNSA ISS Mission 9815,CNSA,China,Government,Telescope,ISS,EVA,2022-07-03,N/A,Ongoing,Long March 2,Wenchang,Ongoing,Ongoing,Crewed,"PS2, Pilot, MS1, Commander, PS1",ISS,Asteroid composition and deflection study,Broke distance record for agency,11984.0,None,No,N/A,Achieved orbit insertion on first attempt,http://www.cnsa.gov.cn/mission/cnsa-iss-mission-9815
DL-09816,DLR Mars Mission 9816,DLR,Germany,Government,Sounding Rocket,Mars,Lander,1957-11-26,1972-07-02,14.6 years,Ariane 6,Esrange,Success,Past,Uncrewed,N/A,Mars,Neptune and Uranus atmospheric study flyby,Achieved supersonic retropropulsion,8217.9,None,Partial,N/A,Communication lost after initial deployment,https://www.dlr.de/mission/dlr-mars-mission-9816
AS-09817,ASI CubeSat Mission 9817,ASI,Italy,Government,Robotic,CubeSat,3U CubeSat,2017-06-26,N/A,Ongoing,Ariane 5,Kourou (French Guiana),Ongoing,Past,Uncrewed,N/A,CubeSat,Venus atmospheric chemistry and surface mapping,Completed all primary mission objectives,2221.5,None,No,N/A,First images returned from target destination,https://www.asi.it/mission/asi-cubesat-mission-9817
JA-09818,JAXA Jupiter Mission 9818,JAXA,Japan,Government,Satellite,Jupiter,Moon Study,2021-02-21,2023-05-18,2.2 years,H-IIA,Tanegashima,Success,Past,Uncrewed,N/A,Jupiter,Earth climate monitoring and greenhouse gas measurement,Confirmed presence of subsurface water,14812.0,None,No,N/A,Achieved supersonic retropropulsion,https://www.jaxa.jp/missions/jaxa-jupiter-mission-9818
BL-09819,Blue Origin Asteroid Mission 9819,Blue Origin,USA,Private,Commercial,Asteroid,Rendezvous,2029-03-03,N/A,Ongoing,New Shepard,Cape Canaveral LC-36,Upcoming,Future,Uncrewed,N/A,Asteroid,Reusable launch vehicle technology demonstration,Planned - objectives to be confirmed post-launch,13262.7,None,N/A,N/A,Failed to achieve orbit due to launch vehicle anomaly,https://www.blueorigin.com/missions/blue-origin-asteroid-mission-9819
BL-09820,Blue Origin Mercury Mission 9820,Blue Origin,USA,Private,Telescope,Mercury,Flyby,2032-05-27,N/A,Ongoing,New Glenn,West Texas (Corn Ranch),Upcoming,Future,Uncrewed,N/A,Mercury,Venus atmospheric chemistry and surface mapping,Planned - objectives to be confirmed post-launch,6418.4,None,N/A,N/A,Communication lost after initial deployment,https://www.blueorigin.com/missions/blue-origin-mercury-mission-9820
CN-09821,CNES Telescope Mission 9821,CNES,France,Government,Satellite,Telescope,UV,2023-01-05,N/A,Ongoing,Diamant,Kourou (French Guiana),Ongoing,Ongoing,Uncrewed,N/A,Telescope,Mars atmospheric study and habitability assessment,Broke distance record for agency,6523.1,ISRO,Yes,N/A,Extended mission beyond original timeline,https://cnes.fr/mission/cnes-telescope-mission-9821
CS-09822,CSA ISS Mission 9822,CSA,Canada,Government,Telescope,ISS,Crew Transport,2031-09-12,N/A,Ongoing,Falcon 9,Kennedy Space Center,Upcoming,Future,Crewed,"Commander, MS2, PS2, Pilot",ISS,Next-generation communication satellite deployment,Planned - objectives to be confirmed post-launch,4909.2,NASA,N/A,N/A,Extended mission beyond original timeline,https://www.asc-csa.gc.ca/mission/csa-iss-mission-9822
DL-09823,DLR Crewed Spaceflight Mission 9823,DLR,Germany,Government,Robotic,Crewed Spaceflight,LEO Mission,2020-11-25,N/A,Ongoing,Ariane 6,Esrange,Ongoing,Ongoing,Uncrewed,N/A,Crewed Spaceflight,Neptune and Uranus atmospheric study flyby,Landed successfully within target zone,10243.4,ESA,Yes,N/A,Failed to achieve orbit due to launch vehicle anomaly,https://www.dlr.de/mission/dlr-crewed-spaceflight-mission-9823
ES-09824,ESA Technology Demo Mission 9824,ESA,Europe,Government,Human Spaceflight,Technology Demo,Debris Removal,2010-09-05,2018-07-04,7.8 years,Soyuz (ESA),Baikonur,Success,Past,Uncrewed,N/A,Technology Demo,Human lunar landing mission support,First images returned from target destination,9665.6,DLR,Yes,N/A,Failed to achieve orbit due to launch vehicle anomaly,https://www.esa.int/Science_Exploration/esa-technology-demo-mission-9824
ES-09825,ESA Deep Space Mission 9825,ESA,Europe,Government,Satellite,Deep Space,Probe,1996-06-25,2011-05-04,14.9 years,Ariane 5,Kourou (French Guiana),Success,Past,Crewed,"MS1, Commander, MS2, PS1, Pilot",Deep Space,Lunar surface exploration and soil sample collection,Successfully deployed all planned instruments,6276.7,None,Yes,N/A,Achieved supersonic retropropulsion,https://www.esa.int/Science_Exploration/esa-deep-space-mission-9825
BL-09826,Blue Origin Earth Observation Mission 9826,Blue Origin,USA,Private,Commercial,Earth Observation,Agriculture,1990-12-04,1996-10-20,5.9 years,New Shepard,West Texas (Corn Ranch),Success,Past,Uncrewed,N/A,Earth Observation,Gamma-ray burst detection and cataloguing,First images returned from target destination,13628.0,NASA,Partial,N/A,Completed all primary mission objectives,https://www.blueorigin.com/missions/blue-origin-earth-observation-mission-9826
RO-09827,ROSCOSMOS Deep Space Mission 9827,ROSCOSMOS,Russia,Government,Commercial,Deep Space,Probe,2019-01-30,N/A,Ongoing,Proton,Baikonur Cosmodrome,Ongoing,Past,Uncrewed,N/A,Deep Space,Neptune and Uranus atmospheric study flyby,Broke distance record for agency,419.1,None,No,N/A,Landed successfully within target zone,https://www.roscosmos.ru/mission/roscosmos-deep-space-mission-9827
NA-09828,NASA Sun/Solar Mission 9828,NASA,USA,Government,Telescope,Sun/Solar,Parker-type,2023-06-02,N/A,Ongoing,Pegasus,Kennedy Space Center,Ongoing,Ongoing,Crewed,"Commander, PS1, Pilot, MS2, MS3",Sun/Solar,Earth observation for disaster management,Partial success - secondary objectives met,8405.1,None,No,N/A,Demonstrated reusable rocket landing,https://www.nasa.gov/mission/nasa-sun/solar-mission-9828
CS-09829,CSA Telescope Mission 9829,CSA,Canada,Government,Satellite,Telescope,X-ray,1980-10-24,1984-12-31,4.2 years,Delta II,Kennedy Space Center,Success,Past,Crewed,"MS1, Pilot, PS2, MS2, PS1, Commander, MS3",Telescope,Microgravity biology experiment in LEO,First crewed landing at destination,3783.0,ESA,Partial,N/A,Exceeded planned science return by 3x,https://www.asc-csa.gc.ca/mission/csa-telescope-mission-9829
CN-09830,CNSA SmallSat Mission 9830,CNSA,China,Government,Commercial,SmallSat,Tech Demo,1975-06-28,1975-03-25,N/A,Long March 9,Wenchang,Failed,Past,Uncrewed,N/A,SmallSat,Reusable launch vehicle technology demonstration,N/A,10469.0,None,Partial,N/A,Mission ongoing - data collection in progress,http://www.cnsa.gov.cn/mission/cnsa-smallsat-mission-9830
CN-09831,CNSA Jupiter Mission 9831,CNSA,China,Government,Human Spaceflight,Jupiter,Flyby,2032-09-06,N/A,Ongoing,Long March 3,Xichang,Upcoming,Future,Uncrewed,N/A,Jupiter,ISS crew rotation and life support resupply,Planned - objectives to be confirmed post-launch,10998.8,ESA,N/A,N/A,Exceeded planned science return by 3x,http://www.cnsa.gov.cn/mission/cnsa-jupiter-mission-9831
BL-09832,Blue Origin Earth Orbit Mission 9832,Blue Origin,USA,Private,Technology Demo,Earth Orbit,Polar Orbit,2024-11-08,N/A,Ongoing,New Shepard,Cape Canaveral LC-36,Ongoing,Ongoing,Uncrewed,N/A,Earth Orbit,High-resolution Earth surface mapping,Deployed constellation of satellites,9390.8,None,Partial,N/A,Landed successfully within target zone,https://www.blueorigin.com/missions/blue-origin-earth-orbit-mission-9832
CS-09833,CSA Saturn Mission 9833,CSA,Canada,Government,Robotic,Saturn,Probe,2026-06-19,N/A,Ongoing,Atlas V,Kennedy Space Center,Ongoing,Ongoing,Uncrewed,N/A,Saturn,Next-generation communication satellite deployment,Mission ongoing - data collection in progress,8082.7,None,No,N/A,Communication lost after initial deployment,https://www.asc-csa.gc.ca/mission/csa-saturn-mission-9833
DL-09834,DLR Sounding Rocket Mission 9834,DLR,Germany,Government,Human Spaceflight,Sounding Rocket,Ionosphere Study,2022-08-06,N/A,Ongoing,Ariane 5,Kourou (French Guiana),Ongoing,Ongoing,Uncrewed,N/A,Sounding Rocket,Technology demonstration for future deep space missions,Exceeded planned science return by 3x,13414.5,None,No,N/A,Discovered new geological features,https://www.dlr.de/mission/dlr-sounding-rocket-mission-9834
ES-09835,ESA Jupiter Mission 9835,ESA,Europe,Government,Commercial,Jupiter,Flyby,2022-11-05,N/A,Ongoing,Vega,Baikonur,Ongoing,Ongoing,Uncrewed,N/A,Jupiter,Technology demonstration for future deep space missions,Landed successfully within target zone,12015.4,None,No,N/A,Communication lost after initial deployment,https://www.esa.int/Science_Exploration/esa-jupiter-mission-9835
JA-09836,JAXA Asteroid Mission 9836,JAXA,Japan,Government,Satellite,Asteroid,Sample Return,2023-02-05,N/A,Ongoing,H-IIA,Uchinoura,Ongoing,Ongoing,Crewed,"PS2, MS3, MS1, Commander, PS1",Asteroid,High-resolution Earth surface mapping,Partial success - secondary objectives met,4590.7,None,No,N/A,Discovered new geological features,https://www.jaxa.jp/missions/jaxa-asteroid-mission-9836
CS-09837,CSA Venus Mission 9837,CSA,Canada,Government,Telescope,Venus,Atmospheric Probe,1987-04-15,1999-04-11,12.0 years,Atlas V,Vandenberg SFB,Success,Past,Uncrewed,N/A,Venus,Human lunar landing mission support,Partial success - secondary objectives met,12495.0,NASA,Yes,N/A,First crewed landing at destination,https://www.asc-csa.gc.ca/mission/csa-venus-mission-9837
NA-09838,NASA Saturn Mission 9838,NASA,USA,Government,Telescope,Saturn,Ring Study,1996-08-08,1996-01-18,N/A,SLS,Wallops Flight Facility,Failed,Past,Uncrewed,N/A,Saturn,Solar wind and coronal mass ejection monitoring,Fuel leak detected pre-launch - scrubbed,3244.9,ESA,Yes,Fuel leak detected pre-launch - scrubbed,Broke distance record for agency,https://www.nasa.gov/mission/nasa-saturn-mission-9838
NA-09839,NASA Mercury Mission 9839,NASA,USA,Government,Telescope,Mercury,Orbiter,1976-12-04,1983-10-30,6.9 years,Pegasus,Kennedy Space Center,Partial Success,Past,Uncrewed,N/A,Mercury,Technology demonstration for future deep space missions,First crewed landing at destination,13554.6,SpaceX,No,Secondary objective not met,Confirmed presence of subsurface water,https://www.nasa.gov/mission/nasa-mercury-mission-9839
CN-09840,CNSA Technology Demo Mission 9840,CNSA,China,Government,Robotic,Technology Demo,Debris Removal,1969-02-10,1972-11-14,3.8 years,Long March 5,Jiuquan,Failed,Past,Uncrewed,N/A,Technology Demo,Mars atmospheric study and habitability assessment,Communication failure post-separation,2965.8,ROSCOSMOS,Yes,Communication failure post-separation,Completed all primary mission objectives,http://www.cnsa.gov.cn/mission/cnsa-technology-demo-mission-9840
CN-09841,CNES Venus Mission 9841,CNES,France,Government,Robotic,Venus,Lander,2020-04-20,N/A,Ongoing,Diamant,Kourou (French Guiana),Ongoing,Past,Uncrewed,N/A,Venus,Orbital mechanics experiment for future missions,First images returned from target destination,1135.1,None,Partial,N/A,Planned - objectives to be confirmed post-launch,https://cnes.fr/mission/cnes-venus-mission-9841
DL-09842,DLR CubeSat Mission 9842,DLR,Germany,Government,Satellite,CubeSat,12U CubeSat,1991-03-30,2001-04-06,10.0 years,Vega,Kourou (French Guiana),Failed,Past,Uncrewed,N/A,CubeSat,Space debris monitoring and removal,Fuel leak detected pre-launch - scrubbed,3111.1,ESA,Partial,Fuel leak detected pre-launch - scrubbed,Communication lost after initial deployment,https://www.dlr.de/mission/dlr-cubesat-mission-9842
AS-09843,ASI Crewed Spaceflight Mission 9843,ASI,Italy,Government,Technology Demo,Crewed Spaceflight,LEO Mission,2021-01-27,2021-01-21,N/A,Scout,Kourou (French Guiana),Partial Success,Past,Uncrewed,N/A,Crewed Spaceflight,Deep space gravitational wave detection,Detected water ice at target location,6652.7,ESA,Yes,Secondary objective not met,First crewed landing at destination,https://www.asi.it/mission/asi-crewed-spaceflight-mission-9843
CS-09844,CSA SmallSat Mission 9844,CSA,Canada,Government,Sounding Rocket,SmallSat,Science,2011-10-27,2013-09-09,1.9 years,Falcon 9,Vandenberg SFB,Success,Past,Crewed,"PS1, MS3, MS1",SmallSat,Human lunar landing mission support,Confirmed presence of subsurface water,3135.6,ESA,Yes,N/A,Successfully deployed all planned instruments,https://www.asc-csa.gc.ca/mission/csa-smallsat-mission-9844
AS-09845,ASI Telescope Mission 9845,ASI,Italy,Government,Sounding Rocket,Telescope,Infrared,2003-08-27,2013-09-08,10.0 years,Vega,Kourou (French Guiana),Success,Past,Uncrewed,N/A,Telescope,Earth climate monitoring and greenhouse gas measurement,Broke distance record for agency,12835.6,None,No,N/A,Extended mission beyond original timeline,https://www.asi.it/mission/asi-telescope-mission-9845
CN-09846,CNES Sun/Solar Mission 9846,CNES,France,Government,Robotic,Sun/Solar,Parker-type,1980-08-06,1990-08-16,10.0 years,Ariane 5,Hammaguir,Partial Success,Past,Crewed,"MS1, PS1",Sun/Solar,Technology demonstration for future deep space missions,First images returned from target destination,4014.9,ESA,Yes,Reduced data return,Partial success - secondary objectives met,https://cnes.fr/mission/cnes-sun/solar-mission-9846
NA-09847,NASA Saturn Mission 9847,NASA,USA,Government,Robotic,Saturn,Ring Study,1995-12-07,2005-03-30,9.3 years,SLS,Vandenberg SFB,Success,Past,Uncrewed,N/A,Saturn,Mars sample return mission support,First crewed landing at destination,6343.7,None,Yes,N/A,Planned - objectives to be confirmed post-launch,https://www.nasa.gov/mission/nasa-saturn-mission-9847
CS-09848,CSA Technology Demo Mission 9848,CSA,Canada,Government,Robotic,Technology Demo,In-Orbit Servicing,1996-12-22,N/A,Ongoing,Delta II,Kennedy Space Center,Ongoing,Past,Uncrewed,N/A,Technology Demo,Reusable launch vehicle technology demonstration,Achieved supersonic retropropulsion,10521.7,None,Partial,N/A,Broke distance record for agency,https://www.asc-csa.gc.ca/mission/csa-technology-demo-mission-9848
BL-09849,Blue Origin Moon Mission 9849,Blue Origin,USA,Private,Robotic,Moon,Lander,2019-10-15,2023-07-19,3.8 years,New Shepard,West Texas (Corn Ranch),Failed,Past,Uncrewed,N/A,Moon,Space debris monitoring and removal,Landing system failure on descent,2424.7,None,No,Landing system failure on descent,Deployed constellation of satellites,https://www.blueorigin.com/missions/blue-origin-moon-mission-9849
CS-09850,CSA Saturn Mission 9850,CSA,Canada,Government,Sounding Rocket,Saturn,Probe,2001-02-10,2007-05-31,6.3 years,Atlas V,Kennedy Space Center,Failed,Past,Uncrewed,N/A,Saturn,Solar wind and coronal mass ejection monitoring,Power system failure in transit,3099.7,None,Partial,Power system failure in transit,Failed to achieve orbit due to launch vehicle anomaly,https://www.asc-csa.gc.ca/mission/csa-saturn-mission-9850
AS-09851,ASI Saturn Mission 9851,ASI,Italy,Government,Satellite,Saturn,Probe,1982-10-23,1997-03-02,14.4 years,Sounding Rocket,Broglio Space Centre,Success,Past,Uncrewed,N/A,Saturn,ISS crew rotation and life support resupply,Demonstrated reusable rocket landing,14582.6,None,Partial,N/A,Failed to achieve orbit due to launch vehicle anomaly,https://www.asi.it/mission/asi-saturn-mission-9851
CS-09852,CSA Crewed Spaceflight Mission 9852,CSA,Canada,Government,Sounding Rocket,Crewed Spaceflight,Moon Mission,2006-04-26,N/A,Ongoing,Falcon 9,Vandenberg SFB,Ongoing,Past,Uncrewed,N/A,Crewed Spaceflight,Reusable launch vehicle technology demonstration,Detected organic molecules at surface,1784.7,None,No,N/A,Successfully deployed all planned instruments,https://www.asc-csa.gc.ca/mission/csa-crewed-spaceflight-mission-9852
IS-09853,ISRO Communication Satellite Mission 9853,ISRO,India,Government,Robotic,Communication Satellite,Geostationary,1971-07-02,1985-08-16,14.1 years,GSLV Mk III,Thumba Equatorial Rocket Station,Success,Past,Uncrewed,N/A,Communication Satellite,Commercial crew certification flight,Detected organic molecules at surface,6602.7,None,Partial,N/A,Planned - objectives to be confirmed post-launch,https://www.isro.gov.in/mission/isro-communication-satellite-mission-9853
JA-09854,JAXA Mars Mission 9854,JAXA,Japan,Government,Telescope,Mars,Lander,1961-04-08,1968-03-01,6.9 years,H3,Kagoshima,Success,Past,Uncrewed,N/A,Mars,Earth climate monitoring and greenhouse gas measurement,Extended mission beyond original timeline,14121.8,NASA,No,N/A,Confirmed presence of subsurface water,https://www.jaxa.jp/missions/jaxa-mars-mission-9854
CN-09855,CNSA SmallSat Mission 9855,CNSA,China,Government,Telescope,SmallSat,Science,2021-11-24,N/A,Ongoing,Long March 3,Wenchang,Ongoing,Ongoing,Crewed,"Pilot, MS1, MS2",SmallSat,Earth climate monitoring and greenhouse gas measurement,Extended mission beyond original timeline,6680.4,ROSCOSMOS,Yes,N/A,Demonstrated reusable rocket landing,http://www.cnsa.gov.cn/mission/cnsa-smallsat-mission-9855
JA-09856,JAXA Sun/Solar Mission 9856,JAXA,Japan,Government,Telescope,Sun/Solar,Coronagraph,1997-04-29,2007-07-22,10.2 years,H-IIA,Kagoshima,Partial Success,Past,Uncrewed,N/A,Sun/Solar,Black hole imaging and stellar cataloguing,First images returned from target destination,1762.0,CSA,Partial,Reduced data return,Successfully tested new propulsion system,https://www.jaxa.jp/missions/jaxa-sun/solar-mission-9856
CN-09857,CNES Jupiter Mission 9857,CNES,France,Government,Telescope,Jupiter,Probe,2010-07-06,2022-04-11,11.8 years,Ariane 6,Kourou (French Guiana),Success,Past,Uncrewed,N/A,Jupiter,Mars atmospheric study and habitability assessment,Broke distance record for agency,13136.2,ESA,Partial,N/A,Mission ongoing - data collection in progress,https://cnes.fr/mission/cnes-jupiter-mission-9857
NA-09858,NASA Communication Satellite Mission 9858,NASA,USA,Government,Telescope,Communication Satellite,LEO Constellation,2022-05-24,N/A,Ongoing,Atlas V,Kennedy Space Center,Ongoing,Past,Uncrewed,N/A,Communication Satellite,Gamma-ray burst detection and cataloguing,Detected organic molecules at surface,6182.9,None,No,N/A,Deployed constellation of satellites,https://www.nasa.gov/mission/nasa-communication-satellite-mission-9858
ES-09859,ESA Mercury Mission 9859,ESA,Europe,Government,Satellite,Mercury,Orbiter,1998-01-09,2011-06-28,13.5 years,Soyuz (ESA),Kourou (French Guiana),Success,Past,Uncrewed,N/A,Mercury,Space debris monitoring and removal,Extended mission beyond original timeline,14292.6,None,No,N/A,Extended mission beyond original timeline,https://www.esa.int/Science_Exploration/esa-mercury-mission-9859
CS-09860,CSA Saturn Mission 9860,CSA,Canada,Government,Technology Demo,Saturn,Ring Study,1967-12-12,N/A,Ongoing,Delta II,Vandenberg SFB,Ongoing,Past,Uncrewed,N/A,Saturn,Earth climate monitoring and greenhouse gas measurement,Planned - objectives to be confirmed post-launch,6837.1,None,No,N/A,Successfully tested new propulsion system,https://www.asc-csa.gc.ca/mission/csa-saturn-mission-9860
IS-09861,ISRO CubeSat Mission 9861,ISRO,India,Government,Human Spaceflight,CubeSat,6U CubeSat,2022-05-25,2023-06-27,1.1 years,ASLV,Thumba Equatorial Rocket Station,Success,Past,Uncrewed,N/A,CubeSat,Black hole imaging and stellar cataloguing,Detected organic molecules at surface,2653.2,None,Yes,N/A,Planned - objectives to be confirmed post-launch,https://www.isro.gov.in/mission/isro-cubesat-mission-9861
DL-09862,DLR Venus Mission 9862,DLR,Germany,Government,Telescope,Venus,Lander,2021-03-25,N/A,Ongoing,Ariane 6,Kourou (French Guiana),Ongoing,Ongoing,Uncrewed,N/A,Venus,Mars atmospheric study and habitability assessment,Historic first for agency and country,5001.3,None,Yes,N/A,Partial success - secondary objectives met,https://www.dlr.de/mission/dlr-venus-mission-9862
BL-09863,Blue Origin Moon Mission 9863,Blue Origin,USA,Private,Commercial,Moon,Orbiter,2022-03-18,2022-07-30,134 days,New Glenn,Cape Canaveral LC-36,Success,Past,Uncrewed,N/A,Moon,Mars sample return mission support,Mission ongoing - data collection in progress,3721.5,None,Partial,N/A,Achieved orbit insertion on first attempt,https://www.blueorigin.com/missions/blue-origin-moon-mission-9863
CN-09864,CNES Sun/Solar Mission 9864,CNES,France,Government,Telescope,Sun/Solar,Solar Observer,2026-10-03,N/A,Ongoing,Diamant,Kourou (French Guiana),Ongoing,Ongoing,Uncrewed,N/A,Sun/Solar,Next-generation communication satellite deployment,First crewed landing at destination,14117.0,None,Partial,N/A,Extended mission beyond original timeline,https://cnes.fr/mission/cnes-sun/solar-mission-9864
CS-09865,CSA Crewed Spaceflight Mission 9865,CSA,Canada,Government,Telescope,Crewed Spaceflight,Space Station,2032-03-15,N/A,Ongoing,Delta II,Vandenberg SFB,Upcoming,Future,Uncrewed,N/A,Crewed Spaceflight,Reusable launch vehicle technology demonstration,Planned - objectives to be confirmed post-launch,10672.2,None,N/A,N/A,Captured highest resolution images to date,https://www.asc-csa.gc.ca/mission/csa-crewed-spaceflight-mission-9865
RO-09866,ROSCOSMOS Saturn Mission 9866,ROSCOSMOS,Russia,Government,Satellite,Saturn,Probe,2022-05-09,N/A,Ongoing,Rokot,Vostochny Cosmodrome,Ongoing,Ongoing,Uncrewed,N/A,Saturn,Mars sample return mission support,Demonstrated reusable rocket landing,8936.6,None,Yes,N/A,Mission ongoing - data collection in progress,https://www.roscosmos.ru/mission/roscosmos-saturn-mission-9866
AS-09867,ASI Venus Mission 9867,ASI,Italy,Government,Telescope,Venus,Orbiter,2026-04-23,N/A,Ongoing,Scout,Kourou (French Guiana),Upcoming,Future,Uncrewed,N/A,Venus,Jupiter moon subsurface ocean investigation,Planned - objectives to be confirmed post-launch,6007.3,NASA,N/A,N/A,Completed all primary mission objectives,https://www.asi.it/mission/asi-venus-mission-9867
RO-09868,ROSCOSMOS Earth Observation Mission 9868,ROSCOSMOS,Russia,Government,Technology Demo,Earth Observation,Climate Study,2020-05-18,N/A,Ongoing,Proton,Plesetsk Cosmodrome,Ongoing,Past,Crewed,"PS1, MS1, Commander, PS2",Earth Observation,Next-generation communication satellite deployment,Planned - objectives to be confirmed post-launch,4958.4,NASA,Yes,N/A,First crewed landing at destination,https://www.roscosmos.ru/mission/roscosmos-earth-observation-mission-9868
BL-09869,Blue Origin ISS Mission 9869,Blue Origin,USA,Private,Commercial,ISS,Crew Transport,1986-08-08,1996-03-22,9.6 years,New Glenn,West Texas (Corn Ranch),Partial Success,Past,Uncrewed,N/A,ISS,Next-generation communication satellite deployment,Collected and returned surface samples,7031.4,None,Yes,Secondary objective not met,Successfully tested new propulsion system,https://www.blueorigin.com/missions/blue-origin-iss-mission-9869
SP-09870,SpaceX Communication Satellite Mission 9870,SpaceX,USA,Private,Satellite,Communication Satellite,Broadband,2021-01-28,2023-07-03,2.4 years,Falcon 1,Cape Canaveral,Success,Past,Crewed,"PS2, MS1, MS2, MS3",Communication Satellite,Gamma-ray burst detection and cataloguing,Successfully deployed all planned instruments,14123.4,None,Yes,N/A,Failed to achieve orbit due to launch vehicle anomaly,https://www.spacex.com/missions/spacex-communication-satellite-mission-9870
BL-09871,Blue Origin Technology Demo Mission 9871,Blue Origin,USA,Private,Technology Demo,Technology Demo,AI Demo,2029-08-16,N/A,Ongoing,New Shepard,Cape Canaveral LC-36,Upcoming,Future,Crewed,"Commander, PS2, PS1, MS1",Technology Demo,Gamma-ray burst detection and cataloguing,Planned - objectives to be confirmed post-launch,10404.6,None,N/A,N/A,Captured highest resolution images to date,https://www.blueorigin.com/missions/blue-origin-technology-demo-mission-9871
DL-09872,DLR CubeSat Mission 9872,DLR,Germany,Government,Telescope,CubeSat,3U CubeSat,1977-07-30,N/A,Ongoing,Ariane 5,Kiruna,Ongoing,Past,Uncrewed,N/A,CubeSat,Jupiter moon subsurface ocean investigation,Landed successfully within target zone,14950.3,ESA,Yes,N/A,Deployed constellation of satellites,https://www.dlr.de/mission/dlr-cubesat-mission-9872
AS-09873,ASI SmallSat Mission 9873,ASI,Italy,Government,Commercial,SmallSat,IoT Connectivity,1999-08-28,2002-11-16,3.2 years,Vega,Broglio Space Centre,Success,Past,Uncrewed,N/A,SmallSat,Asteroid composition and deflection study,Mission ongoing - data collection in progress,14708.5,None,Partial,N/A,Communication lost after initial deployment,https://www.asi.it/mission/asi-smallsat-mission-9873
JA-09874,JAXA Asteroid Mission 9874,JAXA,Japan,Government,Satellite,Asteroid,Deflector,1987-04-04,N/A,Ongoing,H3,Kagoshima,Ongoing,Past,Uncrewed,N/A,Asteroid,Commercial crew certification flight,Detected organic molecules at surface,5724.8,None,No,N/A,First images returned from target destination,https://www.jaxa.jp/missions/jaxa-asteroid-mission-9874
